kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_kepmag
5364071,K00248.01,Kepler-49 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.203855862,170.285731,0.037,2.5418,1.7659e+03,2.25,509,15.87,101.1,4,186,1,q1_q17_dr25_tce,3834,4.708,-0.02,0.539,0.541,,15.264
5959719,K02498.01,Kepler-390 b,CONFIRMED,CANDIDATE,0.922,0,0,0,0,6.73808701,133.32953,0.148,2.591,9.2900e+01,0.73,786,90.19,14.4,2,199,1,q1_q17_dr25_tce,5168,4.566,-0.12,0.769,0.793,,13.942
5544903,K02499.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,7.57571414,138.2166,0.413,2.357,4.1850e+02,2.45,1075,315.8,12.8,1,68,1,q1_q17_dr25_tce,6418,4.395,0.07,1.171,1.241,,15.614
5542983,K02501.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,4.76887671,132.09888,0.654,1.672,1.1580e+02,2.11,1532,1303.61,20,1,225,1,q1_q17_dr25_tce,6063,3.926,-0.36,1.855,1.058,,13.388
8256453,K02573.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0,1.347512632,132.127858,1.252,1.9817,2.6518e+03,23.45,1346,775.18,88.7,1,841,1,q1_q17_dr25_tce,5316,4.585,-0.78,0.685,0.658,,15.894
9474493,K02574.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.512581697,132.80609,0.283,1.5789,2.5910e+02,1.32,2009,3827.79,45.2,1,2606,1,q1_q17_dr25_tce,5547,4.571,-0.1,0.82,0.918,,15.338
4551663,K02576.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,12.07760884,140.46287,0.264,2.233,1.5100e+02,1.03,708,59.51,14,1,109,1,q1_q17_dr25_tce,5370,4.471,-0.24,0.845,0.771,,14.166
12257999,K02577.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,18.55581565,132.07105,0.073,5.372,5.6590e+02,20.83,1793,2442.24,33.2,1,73,1,q1_q17_dr25_tce,5988,2.982,0.56,8.841,2.734,,13.506
6922203,K02578.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,13.33094869,133.78632,1.199,1.426,7.2560e+02,25.95,815,104.37,17.1,1,103,1,q1_q17_dr25_tce,5991,4.394,-0.18,1.039,0.976,,14.847
11752908,K02651.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,6.38315744,132.30539,0.029,1.7075,1.1126e+03,2.35,787,91,23.8,1,138,1,q1_q17_dr25_tce,5262,4.623,-0.34,0.714,0.786,,15.554
7021681,K00255.01,Kepler-505 b,CONFIRMED,CANDIDATE,1,0,0,0,0,27.52194772,189.824523,0.35,4.047,2.3128e+03,2.47,314,2.28,106.5,3,49,1,q1_q17_dr25_tce,3780,4.746,-0.02,0.511,0.531,,15.108
4346178,K02652.01,Kepler-1304 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.1289679,143.75518,0.968,6.271,3.8900e+02,2.94,715,61.87,21.3,1,86,1,q1_q17_dr25_tce,5392,4.314,0.18,1.087,0.888,,15.022
9664142,K02654.01,Kepler-1305 b,CONFIRMED,CANDIDATE,0.978,0,0,0,0,13.5631157,140.65364,0.704,5.438,3.3640e+02,1.75,733,68.41,15.4,1,79,1,q1_q17_dr25_tce,5853,4.529,-0.1,0.895,0.99,,15.785
10018233,K02655.01,Kepler-1306 b,CONFIRMED,CANDIDATE,0.894,0,0,0,0,16.2959916,133.90784,0.213,2.116,3.6960e+02,1.83,678,49.81,15.7,1,81,1,q1_q17_dr25_tce,5495,4.442,0.16,0.961,0.932,,15.243
8081899,K02426.01,Kepler-1235 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,4.16056658,132.27418,0.069,2.61,7.5800e+01,0.7,985,222.54,16.3,1,328,1,q1_q17_dr25_tce,5481,4.574,-0.06,0.815,0.914,,13.889
10189557,K02427.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,2.93101771,131.92959,0.523,2.231,1.9910e+02,1.15,1134,390.28,15,1,460,1,q1_q17_dr25_tce,5485,4.5,-0.56,0.788,0.716,,15.484
8478994,K00245.01,Kepler-37 d,CONFIRMED,CANDIDATE,0.997,0,0,0,0,39.79220077,175.250558,0.019,4.466,6.1040e+02,1.9,458,10.38,179.5,4,35,1,q1_q17_dr25_tce,5437,4.571,-0.24,0.781,0.829,,9.705
9965184,K02428.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,16.2276756,136.62586,0.633,3.699,5.2580e+02,2.11,648,41.57,20.5,1,54,1,q1_q17_dr25_tce,5328,4.447,-0.1,0.883,0.796,,15.388
9911882,K02429.01,,FALSE POSITIVE,FALSE POSITIVE,0.28,0,0,1,0,1.595630597,136.13782,1.21,1.793,2.5960e+02,17.94,1346,778.05,18.3,1,669,1,q1_q17_dr25_tce,5632,4.616,-0.56,0.729,0.816,,15.112
8631504,K02503.01,Kepler-1846 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.8200596,133.39933,0.059,3.902,1.8490e+02,0.96,552,21.92,21.9,1,92,1,q1_q17_dr25_tce,4825,4.603,0.08,0.732,0.785,,14.146
8110767,K02504.01,Kepler-1685 b,CONFIRMED,CANDIDATE,0.96,0,0,0,0,20.49041,144.41979,0.011,4.369,6.6180e+02,2.34,625,36.01,23.3,1,56,1,q1_q17_dr25_tce,5681,4.524,0.21,0.923,1.038,,15.93
5471574,K02505.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.962827066,132.20517,1.079,4.48,8.6300e+01,29.27,3399,31471.91,28.7,2,1399,1,q1_q17_dr25_tce,6534,3.647,-0.34,3.028,1.484,,13.398
6767840,K02506.01,Kepler-1262 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.679037,140.90423,0.224,2.864,3.0160e+02,1.79,949,191.84,19.9,1,155,1,q1_q17_dr25_tce,6117,4.42,-0.18,1.027,1.008,,15.18
8379705,K02507.01,Kepler-1847 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.1296971,138.57573,0.572,2.942,3.7100e+02,1.93,843,119.44,14.7,1,117,1,q1_q17_dr25_tce,6122,4.487,-0.18,0.964,1.041,,15.859
9896018,K02579.01,Kepler-1859 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,2.7296036,133.28661,0.509,2.721,1.4560e+02,1.53,1455,1056.15,18.4,3,492,1,q1_q17_dr25_tce,5887,4.292,0.16,1.235,1.09,,15.147
11037511,K02580.01,Kepler-1281 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.11604194,133.84988,0.195,1.7763,3.4520e+02,1.59,1123,375.55,18.8,1,418,1,q1_q17_dr25_tce,5591,4.559,0.07,0.86,0.977,,15.79
9757613,K00250.04,Kepler-26 e,CONFIRMED,CANDIDATE,0.965,0,0,0,0,46.82767725,136.74468,0.393,1.9033,1.5377e+03,2.13,276,1.37,32.4,4,28,3,q1_q17_dr25_tce,3879,4.708,-0.12,0.537,0.537,,15.473
11818872,K02581.01,Kepler-1860 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.7372371,136.0162,0.364,3.358,1.0080e+02,0.87,697,55.82,12.9,1,108,1,q1_q17_dr25_tce,5420,4.502,0,0.868,0.874,,13.463
11771430,K02582.01,Kepler-1861 b,CONFIRMED,CANDIDATE,0.984,0,0,0,0,40.0306267,148.85882,0.322,4.815,2.1450e+02,2.01,617,34.19,19.5,1,37,1,q1_q17_dr25_tce,5855,4.227,0.26,1.373,1.161,,13.628
5513012,K02668.01,Kepler-1310 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.679336747,132.856178,0.209,1.2188,2.4070e+02,1.4,1883,2982.78,36.7,1,1523,1,q1_q17_dr25_tce,5440,4.491,0.21,0.913,0.942,,14.159
11761199,K02669.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,213.6103207,141.655562,0.977,10.7643,1.1099e+05,46.07,291,1.69,534.5,1,7,1,q1_q17_dr25_tce,5931,4.554,-0.34,0.845,0.933,,15.619
8074805,K02670.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,170.8658492,299.660385,0.684,16.9895,2.9841e+04,24.4,387,5.33,897,1,8,1,q1_q17_dr25_tce,5989,4.221,0,1.324,1.063,,14.412
2437505,K02671.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,21.47642727,149.26156,0.006,5.5498,3.4813e+05,59.5,655,43.52,124.8,2,0,1,q1_q17_dr25_tce,5780,4.438,0,1,1,,17.29
2437505,K02671.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,17.5509742,133.9459,0.2023,4.064,3.8590e+03,5.97,700,56.9,9.7,2,,,,5780,4.438,,1,1,,17.29
11253827,K02672.01,Kepler-396 c,CONFIRMED,CANDIDATE,0.82,0,0,0,0,88.5122014,182.67266,0.242,6.8214,2.5187e+03,4.7,390,5.47,63.1,2,14,2,q1_q17_dr25_tce,5593,4.45,0.02,0.945,0.918,,11.921
3533469,K02430.01,,FALSE POSITIVE,FALSE POSITIVE,0.387,0,0,1,0,10.21507506,133.64546,0.1,3.395,2.5860e+02,1.5,780,87.48,17.4,1,114,1,q1_q17_dr25_tce,5406,4.433,0.14,0.95,0.893,,14.338
8956706,K02431.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,8.3806973,134.7287,0.5317,3.028,6.5080e+02,1.91,701,57.04,4.6,1,,,,5062,4.601,-0.12,0.735,0.789,,15.97
7047363,K02432.01,Kepler-1236 b,CONFIRMED,CANDIDATE,1,0,0,0,0,31.0572947,147.56275,0.335,3.401,6.3660e+02,1.85,480,12.57,15.8,2,46,1,q1_q17_dr25_tce,5395,4.615,-0.34,0.734,0.821,,15.956
11968463,K02433.01,Kepler-385 c,CONFIRMED,CANDIDATE,0.982,0,0,0,0,15.1622287,144.474,0.959,7.332,4.7980e+02,3.12,829,111.74,28.5,7,72,2,q1_q17_dr25_tce,6325,4.409,-0.04,1.112,1.157,,15.212
11968463,K02433.02,Kepler-385 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.04378351,353.61859,0.953,5.548,4.3790e+02,2.94,951,193.39,28.8,7,116,1,q1_q17_dr25_tce,6325,4.409,-0.04,1.112,1.157,,15.212
8836888,K02508.01,,CANDIDATE,CANDIDATE,0.294,0,0,0,0,7.10397925,136.33096,0.192,1.5398,3.7050e+02,1.51,818,105.84,16.8,1,191,1,q1_q17_dr25_tce,5488,4.584,-0.18,0.789,0.877,,15.164
9880190,K02509.01,Kepler-1263 b,CONFIRMED,CANDIDATE,0.976,0,0,0,0,4.5513988,133.05954,0.248,2.457,1.8870e+02,1.13,907,159.65,19.4,1,297,1,q1_q17_dr25_tce,5009,4.491,0.16,0.84,0.797,,15.035
5364071,K00248.02,Kepler-49 c,CONFIRMED,CANDIDATE,1,0,0,0,0,10.91274065,169.85247,0.685,2.1801,1.3872e+03,2.13,443,9.12,57.4,4,111,3,q1_q17_dr25_tce,3834,4.708,-0.02,0.539,0.541,,15.264
5392702,K02510.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,12.2141545,141.3677,1.175,10.262,5.3580e+02,18.13,683,51.37,24.7,1,110,1,q1_q17_dr25_tce,5435,4.578,0.07,0.824,0.937,,15.352
8429566,K02511.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,3.732261,131.93795,0.4,2.054,1.5360e+02,1.09,1119,369.47,15.7,1,357,1,q1_q17_dr25_tce,5762,4.495,-0.34,0.867,0.859,,14.834
10387742,K02583.01,Kepler-1998 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.03267135,134.0668,0.238,1.774,4.2400e+01,0.6,1187,468.31,15.6,2,447,1,q1_q17_dr25_tce,5640,4.492,0.06,0.921,0.962,,12.623
7673841,K02585.01,Kepler-392 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,5.34182466,136.3186,0.07,3.577,7.0500e+01,0.95,1125,379.09,19.2,3,247,1,q1_q17_dr25_tce,5767,4.287,-0.14,1.135,0.91,,13.455
9827149,K02586.01,Kepler-1282 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.131945045,133.65547,0.209,1.8061,2.6940e+02,1.66,1418,955.16,22.9,2,538,1,q1_q17_dr25_tce,5845,4.469,0.26,1.013,1.102,,15.545
5546691,K02587.01,Kepler-1283 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,12.9462567,139.4165,0.109,9.568,1.6870e+02,1.13,764,80.34,15.7,1,80,1,q1_q17_dr25_tce,6058,4.54,-0.4,0.867,0.95,,15.079
12156347,K02588.01,Kepler-1687 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.77957133,136.53014,0.946,2.5213,3.9660e+02,1.5,598,30.22,18.9,1,233,1,q1_q17_dr25_tce,4102,4.687,-0.14,0.581,0.599,,15.484
8636539,K02656.01,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,6.77367892,138.07568,0.228,3.579,1.5070e+02,1.33,1083,324.84,15.1,1,196,1,q1_q17_dr25_tce,6392,4.425,-0.2,1.072,1.116,,15.024
9283156,K02657.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.22402436,132.85379,0.12,2.608,4.8100e+01,0.58,941,185.16,15.1,1,258,1,q1_q17_dr25_tce,5487,4.512,-0.18,0.84,0.837,,12.869
8547429,K02658.01,Kepler-1866 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,11.6601667,140.62189,0.983,5.882,1.8100e+02,2.08,834,114.36,20.4,1,117,1,q1_q17_dr25_tce,5791,4.381,0.16,1.083,1.03,,14.406
8803882,K02659.01,,FALSE POSITIVE,FALSE POSITIVE,0.054,0,1,0,0,89.465468,170.8426,0.931,9.88,6.7900e+01,2.57,549,21.43,5.7,1,16,1,q1_q17_dr25_tce,5192,3.773,0.26,2.46,1.309,,12.998
9893318,K02660.01,Kepler-1307 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.0161227,145.24169,0.023,4.016,4.9950e+02,2.39,768,82.38,16.7,1,36,1,q1_q17_dr25_tce,6245,4.406,-0.16,1.065,1.049,,15.394
6864885,K02434.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,40.8777605,163.43477,1.262,9.745,7.1910e+02,29.55,526,18.15,23.6,1,31,1,q1_q17_dr25_tce,5930,4.489,-0.14,0.937,0.988,,15.59
5097868,K02435.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,0,6.80243431,132.40355,1,3.817,2.4910e+02,2.6,895,151.72,14.9,1,197,1,q1_q17_dr25_tce,5836,4.561,-0.4,0.816,0.884,,15.188
8570333,K02436.01,Kepler-1237 b,CONFIRMED,CANDIDATE,0.982,0,0,0,0,84.5733346,150.152,0.024,5.762,8.9160e+02,2.59,366,4.26,20.4,1,18,1,q1_q17_dr25_tce,5418,4.543,0.36,0.888,1.005,,15.758
8478994,K00245.02,Kepler-37 c,CONFIRMED,CANDIDATE,1,0,0,0,0,21.30181863,191.84136,0.086,3.8763,8.7300e+01,0.72,564,23.89,32.4,4,62,2,q1_q17_dr25_tce,5437,4.571,-0.24,0.781,0.829,,9.705
5036705,K02437.01,Kepler-1238 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,4.14789051,135.53291,0.878,3.829,1.3760e+02,1.93,1389,878.32,16.4,1,319,1,q1_q17_dr25_tce,6150,4.223,0.16,1.417,1.23,,14.725
9574158,K02512.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,15.92108138,147.0537,0.972,1.5443,7.1680e+02,3.14,645,40.88,16.1,1,82,1,q1_q17_dr25_tce,5595,4.57,-0.14,0.82,0.917,,15.523
9653622,K02513.01,Kepler-2002 b,CONFIRMED,CANDIDATE,1,0,0,0,0,19.0054098,144.15574,1.228,1.843,5.4240e+02,28.47,758,78.19,20.2,1,73,1,q1_q17_dr25_tce,6347,4.423,-0.32,1.036,1.032,,14.839
4391348,K02514.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.96433113,131.65195,0.16,2.381,1.3910e+02,1.33,1638,1704.63,14.2,1,582,1,q1_q17_dr25_tce,6306,4.405,0,1.121,1.166,,15.083
7294743,K02516.01,,CANDIDATE,CANDIDATE,0.992,0,0,0,0,2.81043228,133.40821,0.351,3.874,4.7400e+01,1.43,1701,1978.53,17.8,1,475,1,q1_q17_dr25_tce,5415,3.868,0.12,2.079,1.164,,13.388
8947520,K02517.01,Kepler-1264 b,CONFIRMED,CANDIDATE,0.98,0,0,0,0,0.968527683,131.50954,0.941,1.3672,1.1460e+02,1.21,1677,1867,16.9,1,1382,1,q1_q17_dr25_tce,5580,4.538,0.14,0.886,0.989,,14.511
10468885,K02589.01,Kepler-1284 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.664074145,133.40285,0.525,1.0925,2.1260e+02,1.19,1703,1998.48,20.9,1,2013,1,q1_q17_dr25_tce,5178,4.585,0.16,0.797,0.896,,15.645
12016267,K02590.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,11.7489907,135.68045,0.1228,4.043,3.6700e+01,1.01,1114,363.51,12.5,2,,,,6440,4.081,-0.1,1.655,1.204,,11.638
6765135,K02592.01,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,175.603366,202.3721,0.952,9.543,5.0680e+02,2.87,348,3.46,14.7,1,7,1,q1_q17_dr25_tce,6225,4.461,-0.18,1.009,1.07,,15.054
3861595,K00004.01,Kepler-1658 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.849371737,157.526686,0.915,2.632,1.2986e+03,12.94,2034,4055.29,132.7,1,276,1,q1_q17_dr25_tce,6244,3.657,-0.16,2.992,1.482,,11.432
5725087,K00033.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.366197145,133.55969,0.319,1.2335,2.7530e+02,51.34,9983,2335438.28,16.7,1,1824,1,q1_q17_dr25_tce,4448,1.694,-0.48,31.5,1.789,,11.059
10489206,K00251.01,Kepler-125 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.164384505,171.087935,0.59,1.8464,2.3380e+03,2.54,590,28.75,132.1,2,253,1,q1_q17_dr25_tce,3808,4.754,-0.06,0.508,0.534,,14.752
3426367,K02662.01,Kepler-1308 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.10433534,133.31612,0.872,1.1168,2.4210e+02,0.79,662,45.34,20.7,1,634,1,q1_q17_dr25_tce,3605,4.837,0.07,0.433,0.47,,14.488
5562090,K02664.01,Kepler-1309 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,28.8431751,143.82307,0.913,3.171,7.5670e+02,2.66,491,13.77,15,1,44,1,q1_q17_dr25_tce,5151,4.528,-0.16,0.785,0.758,,15.652
11548140,K00256.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.378649746,169.780113,0.099,1.2232,2.2462e+04,6.51,734,68.34,172.2,1,770,1,q1_q17_dr25_tce,3440,4.82,0.46,0.439,0.465,,15.373
12110786,K02665.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.112207126,131.8505,0.402,1.35,5.4700e+01,0.73,1797,2467.09,13,1,1202,1,q1_q17_dr25_tce,6046,4.486,-0.08,0.972,1.053,,13.823
5342061,K02666.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,64.034363,159.0432,0.985,9.174,7.5880e+02,3.47,411,6.72,16.9,1,17,1,q1_q17_dr25_tce,5691,4.561,-0.48,0.783,0.814,,15.341
3654095,K02667.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.303576682,133.0758,0.08,1.021,2.4550e+02,1.51,1694,1940.45,22.1,1,821,1,q1_q17_dr25_tce,6045,4.494,-0.12,0.955,1.038,,14.834
5078939,K02438.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.958577398,132.26115,0.59,2.388,4.5300e+02,1.8,1252,579.19,24.5,1,511,1,q1_q17_dr25_tce,5402,4.568,0,0.816,0.901,,15.902
6867555,K02439.01,Kepler-1239 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.19103699,135.21628,0.117,4.222,2.9010e+02,1.92,1183,462.91,25.2,2,224,1,q1_q17_dr25_tce,6321,4.417,0.07,1.125,1.207,,15.438
5339567,K02440.01,Kepler-1240 b,CONFIRMED,CANDIDATE,0.984,0,0,0,0,4.86638504,134.01501,0.176,2.296,1.4380e+02,1.32,1121,372.7,17.1,1,214,1,q1_q17_dr25_tce,5688,4.333,0.1,1.111,0.969,,13.987
4459924,K02441.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,4.79176993,134.03502,0.372,4.52,1.1660e+02,0.81,883,143.74,23,1,282,1,q1_q17_dr25_tce,5138,4.536,-0.3,0.756,0.717,,14.287
11080405,K02442.01,Kepler-386 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,25.1933989,146.4301,0.679,4.62,4.8120e+02,1.95,513,16.34,18,2,50,1,q1_q17_dr25_tce,5009,4.491,0.16,0.84,0.797,,15.629
5529738,K02518.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,0.759762021,131.79506,1.183,4.912,2.2700e+02,24.2,2280,6419.35,65.3,1,1764,1,q1_q17_dr25_tce,6386,4.402,-0.08,1.123,1.161,,14.871
4047631,K02519.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,4.790912471,132.01539,0.969,0.5134,3.6070e+02,2.25,717,62.51,17.6,1,282,1,q1_q17_dr25_tce,4359,4.601,0.04,0.676,0.665,,14.452
10059645,K02520.01,Kepler-1265 b,CONFIRMED,CANDIDATE,0.965,0,0,0,0,6.49441464,132.25189,0.911,2.344,3.5730e+02,1.75,732,68.05,17.7,1,208,1,q1_q17_dr25_tce,4769,4.557,0,0.742,0.724,,15.602
5364071,K00248.03,Kepler-49 d,CONFIRMED,CANDIDATE,1,0,0,0,0,2.576571021,172.126911,0.187,1.5997,8.5280e+02,1.57,717,62.42,63.6,4,499,2,q1_q17_dr25_tce,3834,4.708,-0.02,0.539,0.541,,15.264
7183745,K02521.01,Kepler-1266 b,CONFIRMED,CANDIDATE,1,0,0,0,0,28.4750006,154.5706,0.835,4.718,7.6380e+02,2.64,489,13.5,21.4,2,41,1,q1_q17_dr25_tce,4996,4.497,0.14,0.831,0.791,,15.86
8212002,K02593.01,Kepler-1285 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.7966306,142.74484,0.182,5.613,5.6100e+01,0.98,874,138.25,22.4,2,89,1,q1_q17_dr25_tce,6175,4.299,0.28,1.307,1.244,,11.714
8004903,K02594.01,Kepler-1286 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,11.25401871,136.8901,0.603,4.759,4.3340e+02,2.42,888,147.13,17,1,57,1,q1_q17_dr25_tce,5995,4.351,-0.04,1.118,1.022,,15.166
8883329,K02595.01,Kepler-393 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,9.18244299,134.04601,0.257,4.318,8.7600e+01,1.24,1052,289.74,20.3,2,143,1,q1_q17_dr25_tce,6194,4.242,-0.04,1.314,1.098,,13.223
8883329,K02595.02,Kepler-393 c,CONFIRMED,CANDIDATE,0.932,0,0,0,0,14.6134781,140.41368,0.086,5.266,7.2800e+01,1.12,901,155.87,15.2,2,92,2,q1_q17_dr25_tce,6194,4.242,-0.04,1.314,1.098,,13.223
3644653,K02596.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,119.682075,176.0877,1.259,31.28,1.7041e+03,30.39,351,3.59,38.1,1,12,1,q1_q17_dr25_tce,5778,4.531,0.07,0.911,1.028,,15.903
11253827,K02672.02,Kepler-396 b,CONFIRMED,CANDIDATE,1,0,0,0,0,42.9923284,162.50532,0.643,4.726,1.1201e+03,3.32,496,14.33,34.1,2,32,1,q1_q17_dr25_tce,5593,4.45,0.02,0.945,0.918,,11.921
5514383,K00257.01,Kepler-506 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.88341278,172.66227,0.083,2.0674,4.8740e+02,2.63,1080,321.63,35.4,1,151,1,q1_q17_dr25_tce,6139,4.359,0.2,1.193,1.19,,10.868
10747445,K02673.01,,FALSE POSITIVE,FALSE POSITIVE,0.003,0,1,0,0,4.593595496,134.88971,1.147,2.7468,4.5034e+04,44.14,1022,258.12,92,1,130,1,q1_q17_dr25_tce,5717,4.538,0,0.884,0.984,,16.444
8022489,K02674.01,Kepler-1311 d,CONFIRMED,CANDIDATE,0.989,0,0,0,0,197.5111484,272.3864,0.814,11.106,2.5756e+03,9.52,391,5.54,175.2,3,7,1,q1_q17_dr25_tce,5616,4.004,0.04,1.674,1.032,,13.349
8022489,K02674.02,Kepler-1311 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,11.1726723,140.00764,0.504,6.106,7.6800e+01,1.5,1019,255.06,17,3,108,3,q1_q17_dr25_tce,5616,4.004,0.04,1.674,1.032,,13.349
8022489,K02674.03,Kepler-1311 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,2.53573284,133.01581,0.054,3.989,6.8000e+01,1.36,1671,1842.18,25.5,3,524,2,q1_q17_dr25_tce,5616,4.004,0.04,1.674,1.032,,13.349
9209624,K02443.01,Kepler-387 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,6.79164656,136.48519,0.121,3.343,1.0260e+02,1.01,994,230.81,18.5,2,200,1,q1_q17_dr25_tce,5772,4.351,-0.38,1.003,0.824,,13.987
9209624,K02443.02,Kepler-387 c,CONFIRMED,CANDIDATE,0.991,0,0,0,0,11.8376933,142.21212,0.557,3.381,9.2900e+01,1,826,110.03,12.7,2,110,2,q1_q17_dr25_tce,5772,4.351,-0.38,1.003,0.824,,13.987
3354846,K02444.01,Kepler-1241 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,18.5525162,135.51322,0.78,4.385,7.7150e+02,2.53,612,33.14,17.2,1,57,1,q1_q17_dr25_tce,5569,4.566,-0.08,0.829,0.928,,15.714
6516185,K02445.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,47.3659328,175.0355,1.085,7.929,7.5700e+02,11.97,481,12.62,16,1,26,1,q1_q17_dr25_tce,5708,4.482,-0.16,0.902,0.902,,15.817
8478994,K00245.03,Kepler-37 b,CONFIRMED,CANDIDATE,,0,0,0,0,13.3669309,184.0734,0.4064,3.733,1.2200e+01,0.27,656,43.71,7.4,4,,,,5417,4.567,-0.32,0.772,0.803,,9.705
3946023,K02447.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.045492348,132.27517,0.708,2.933,2.8700e+01,0.83,2291,6522.69,21.7,1,1277,1,q1_q17_dr25_tce,6057,4.088,-0.4,1.457,0.95,,12.804
7183745,K02521.02,Kepler-1266 c,CONFIRMED,CANDIDATE,0.943,0,0,0,0,4.86634094,353.34131,0.895,1.885,3.6670e+02,1.94,881,142.39,15.2,2,229,2,q1_q17_dr25_tce,4996,4.497,0.14,0.831,0.791,,15.86
9177629,K02522.01,Kepler-1848 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.60402307,133.82508,0.8,1.0273,2.2490e+02,1.25,774,84.65,20.6,1,237,1,q1_q17_dr25_tce,4847,4.581,0,0.737,0.756,,13.713
