kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_kepmag
12069319,K08234.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,231.157554,346.94896,0.749,8.489,8.4560e+02,37.37,789,91.65,17.4,1,3,1,q1_q17_dr25_tce,5386,2.78,0.07,11.839,3.083,,13.451
12121118,K08235.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,1,0,0,0,495.06538,245.567,0.341,21.09,4.1700e+02,2,236,0.74,13.2,1,3,1,q1_q17_dr25_tce,6075,4.486,-0.12,0.969,1.048,,14.116
12252732,K08236.01,,FALSE POSITIVE,FALSE POSITIVE,0.008,1,0,0,0,595.78152,363.7685,0.164,15.97,8.4900e+01,1.18,245,0.85,10.6,1,3,1,q1_q17_dr25_tce,5618,4.155,-0.18,1.288,0.865,,11.446
12554051,K08237.01,,FALSE POSITIVE,FALSE POSITIVE,0.1,1,0,0,0,365.709623,183.4903,0.338,13.553,1.0334e+03,26.93,604,31.42,15.1,1,4,1,q1_q17_dr25_tce,4787,2.629,-0.3,8.522,1.129,,13.888
12554485,K08238.01,,CANDIDATE,CANDIDATE,0.444,0,0,0,0,495.662346,561.4127,0.949,4.428,6.7570e+02,2.73,207,0.43,10.2,1,3,1,q1_q17_dr25_tce,5515,4.509,-0.34,0.82,0.791,,14.322
12555140,K08239.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,655.25732,185.9927,0.141,20.05,2.6820e+02,1.56,226,0.62,11.5,1,3,1,q1_q17_dr25_tce,6420,4.492,-0.56,0.941,1.001,,13.892
10536241,K08026.01,,CANDIDATE,CANDIDATE,0.918,0,0,0,0,7.7529342,137.4877,0.449,5.072,7.2100e+01,0.93,1002,238.09,9.2,1,173,1,q1_q17_dr25_tce,5975,4.335,-0.34,1.072,0.907,,14.751
10614845,K08027.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.573762943,131.80193,0.13,2.196,4.8300e+01,0.39,1538,1331.17,8.5,1,1864,1,q1_q17_dr25_tce,4891,4.683,-1.12,0.571,0.572,,14.028
10616829,K08028.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.072934147,132.293066,1.009,4.50475,9.6883e+04,81.42,2523,9590.04,949,1,1003,1,q1_q17_dr25_tce,7031,4.222,-0.06,1.523,1.415,,13.96
10686909,K08029.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.61854596,133.9991,0.033,4.866,1.9700e+01,1.18,2008,3846.53,8.1,1,412,1,q1_q17_dr25_tce,5657,3.721,0.02,2.682,1.38,,13.133
10730250,K08030.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,13.66780903,134.6559996,0.212,2.7993,1.2770e+02,0.91,705,58.32,2.6,1,98,1,q1_q17_dr25_tce,5796,4.556,-0.44,0.807,0.856,,14.812
10790401,K08031.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,254.336707,200.5875,0.728,8.585,3.9840e+02,13.97,586,27.88,11.3,1,5,1,q1_q17_dr25_tce,5193,3.117,-0.2,6.502,2.018,,13.625
10801951,K08032.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,1.105123883,132.51976,0.685,3.001,6.6700e+01,0.83,1755,2235.64,20.7,1,1219,1,q1_q17_dr25_tce,5883,4.476,-0.04,0.959,1.005,,14.512
7049771,K08132.01,,FALSE POSITIVE,FALSE POSITIVE,0.22,1,0,0,0,381.85852,458.813,0.024,16.121,3.6290e+02,8.3,453,9.93,16,1,3,1,q1_q17_dr25_tce,4959,3.155,-0.26,4.486,1.049,,12.883
7053328,K08133.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,455.7707644,338.7923743,0.802,5.1149,3.4110e+02,5.34,419,7.28,11.6,1,3,1,q1_q17_dr25_tce,6785,3.788,-0.14,2.623,1.542,,12.389
7106437,K08134.01,,FALSE POSITIVE,FALSE POSITIVE,0.015,1,0,0,0,212.760495,254.4527,0.036,3.703,1.9580e+02,2.8,485,13.13,9.2,1,7,1,q1_q17_dr25_tce,7021,4.031,-0.06,1.976,1.526,,12.946
7117050,K08135.01,,FALSE POSITIVE,FALSE POSITIVE,0.114,1,0,0,0,73.836858,174.0088,0.8,19.722,2.3120e+02,25.09,1143,403.37,13.1,1,19,3,q1_q17_dr25_tce,4769,2.583,0.36,14.706,3.02,,10.996
7185710,K08136.01,,FALSE POSITIVE,FALSE POSITIVE,0.281,1,0,0,0,160.243128,162.4736,0.258,5.393,5.5640e+02,15.72,686,52.5,10.2,1,7,1,q1_q17_dr25_tce,5128,3.091,-0.08,6.775,2.063,,14.859
7282872,K08137.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,1,0,0,0,402.41511,512.3896,0.281,5.156,7.8060e+02,2.52,253,0.96,9.5,1,3,1,q1_q17_dr25_tce,6251,4.53,-0.5,0.889,0.977,,12.987
7340624,K08138.01,,FALSE POSITIVE,FALSE POSITIVE,0.03,1,0,0,0,369.28177,233.4368,1.297,26.96,1.0177e+03,34.25,250,0.93,13,1,4,1,q1_q17_dr25_tce,5900,4.509,0.07,0.951,1.065,,15.478
12647110,K08240.01,,FALSE POSITIVE,FALSE POSITIVE,0.208,1,0,0,0,462.463589,583.10723,0.386,5.007,1.0243e+03,8.92,355,3.78,13.2,1,3,1,q1_q17_dr25_tce,5059,3.466,-0.5,2.799,0.834,,13.993
12647757,K08241.01,,CANDIDATE,CANDIDATE,0.251,0,0,0,0,490.63941,561.5837,0.015,16.5,2.6880e+02,7.67,412,6.84,9.6,1,3,1,q1_q17_dr25_tce,5037,3.252,-0.1,4.817,1.513,,13.227
3629119,K08242.01,,CANDIDATE,CANDIDATE,0.175,0,0,0,0,331.55459,237.2754,0.001,5.35,2.8870e+02,1.36,240,0.78,6.7,1,5,1,q1_q17_dr25_tce,5762,4.576,-0.36,0.801,0.892,,14.066
3662635,K08243.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.939375593,132.016859,0.987,2.8424,1.0089e+05,52.18,1936,3333.58,317.3,1,1139,1,q1_q17_dr25_tce,5826,4.345,-0.6,0.978,0.772,,14.904
3734501,K08244.01,,FALSE POSITIVE,FALSE POSITIVE,0.262,1,0,0,0,31.1911468,142.5078,0.019,7.003,2.2840e+02,9.36,1131,386.78,11.4,1,27,1,q1_q17_dr25_tce,4785,3.009,0.18,6.443,1.546,,13.729
4169315,K08245.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,30.9587224,263.3166,0.765,4.411,3.4200e+02,2.34,686,52.49,13.1,1,4,1,q1_q17_dr25_tce,6525,4.381,-0.14,1.161,1.183,,14.75
4446859,K08246.01,,CANDIDATE,CANDIDATE,0.228,0,0,0,0,425.64971,284.3479,0.303,11.07,1.7120e+02,1.58,281,1.48,7.6,1,4,1,q1_q17_dr25_tce,6067,4.253,-0.36,1.195,0.934,,13.855
9084569,K07923.01,,CANDIDATE,CANDIDATE,0.75,0,0,0,0,395.13138,162.7395,0.45,21.291,1.2640e+02,0.97,208,0.44,14.4,1,4,2,q1_q17_dr25_tce,5060,4.493,0.32,0.869,0.856,,12.642
9087580,K07924.01,,CANDIDATE,CANDIDATE,0.981,0,0,0,0,0.770658979,131.83206,0.444,1.401,8.3500e+01,0.68,1548,1348.87,11.7,1,1729,1,q1_q17_dr25_tce,5058,4.61,-0.04,0.739,0.827,,15.132
9099607,K07925.01,,CANDIDATE,CANDIDATE,0.953,0,0,0,0,4.6318914,133.7073,0.395,3.88,5.0900e+01,0.64,1060,297.79,9.2,1,289,1,q1_q17_dr25_tce,5926,4.532,-0.2,0.887,0.978,,14.272
10844823,K08033.01,,CANDIDATE,CANDIDATE,0.323,0,0,0,0,362.13187,369.541,0.397,5.59,8.4900e+02,2.23,208,0.45,8.2,1,3,1,q1_q17_dr25_tce,5176,4.567,-0.14,0.766,0.79,,15.313
10862284,K08034.01,,FALSE POSITIVE,FALSE POSITIVE,0.007,0,0,1,0,9.1447861,139.2816,0.742,5.422,2.6880e+02,1.63,843,119.61,14.9,1,122,1,q1_q17_dr25_tce,5849,4.517,-0.02,0.919,1.014,,15.884
10862759,K08035.01,,CANDIDATE,CANDIDATE,0.846,0,0,0,0,29.4856392,151.8669,0.103,4.27,1.0500e+02,1.46,793,93.27,9.3,1,47,1,q1_q17_dr25_tce,6870,4.266,-0.1,1.407,1.337,,13.783
10877024,K08036.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.786483923,131.84261,1.139,7.035,2.3330e+02,21.66,2408,7999.91,104.2,1,1361,1,q1_q17_dr25_tce,6315,4.258,-0.14,1.282,1.083,,13.504
10920281,K08037.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,3.65034525,133.63577,0.289,1.527,2.5320e+02,0.72,578,26.47,6,1,366,4,q1_q17_dr25_tce,3704,4.797,-0.2,0.45,0.463,,15.519
10920420,K08038.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.9438885,132.2865,0.649,2.592,3.5800e+01,1.45,3158,23572.82,8.3,1,1422,1,q1_q17_dr25_tce,6947,3.895,-0.28,2.297,1.511,,12.521
11032748,K08039.01,,CANDIDATE,CANDIDATE,0.798,0,0,0,0,43.9438891,144.143,0.523,5.26,1.5480e+02,1.12,505,15.41,9.7,1,32,1,q1_q17_dr25_tce,6008,4.537,-0.32,0.875,0.961,,14.685
7622473,K08139.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,40.244826,161.3679,0.022,4.303,1.9290e+02,115.94,3302,28103.18,16.8,1,8,1,q1_q17_dr25_tce,3674,0.452,-0.58,89.878,0.833,,12.314
7662744,K08140.01,,FALSE POSITIVE,FALSE POSITIVE,0.004,1,0,0,0,135.428746,168.5064,0.498,7.394,3.8110e+02,1.83,343,3.29,7.9,1,10,1,q1_q17_dr25_tce,5849,4.517,-0.02,0.919,1.014,,15.445
7686191,K08141.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,380.03903,387.6494,0.555,18.5,7.8880e+02,2.36,219,0.55,13.2,1,4,2,q1_q17_dr25_tce,5477,4.568,-0.06,0.818,0.905,,15.198
7690521,K08142.01,,FALSE POSITIVE,FALSE POSITIVE,0.247,1,0,0,0,380.294204,355.6712,0.519,12.351,7.3050e+02,2.27,229,0.65,15,1,4,1,q1_q17_dr25_tce,5518,4.473,-0.5,0.822,0.733,,14.945
7747835,K08143.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,373.74691,259.9281,0.834,28.37,6.2230e+02,2.65,260,1.08,16.2,1,4,1,q1_q17_dr25_tce,6131,4.497,-0.24,0.945,1.023,,15.193
7762886,K08144.01,,FALSE POSITIVE,FALSE POSITIVE,0.071,1,0,0,0,315.81065,172.543,0.094,23.66,5.4160e+02,1.82,212,0.47,11.6,1,4,2,q1_q17_dr25_tce,4875,4.514,0.2,0.81,0.781,,15.374
7811537,K08145.01,,FALSE POSITIVE,FALSE POSITIVE,0.202,1,0,0,0,16.9341628,145.9902,0.662,3.94,2.0780e+02,1.71,798,95.78,7.2,2,65,2,q1_q17_dr25_tce,6321,4.417,0.07,1.125,1.207,,15.934
4566999,K08247.01,,FALSE POSITIVE,FALSE POSITIVE,0.132,1,0,0,0,527.68601,176.6176,0.011,4.817,6.0200e+02,2,203,0.4,6.8,1,3,1,q1_q17_dr25_tce,5657,4.567,-0.18,0.824,0.919,,15.031
4569942,K08248.01,,FALSE POSITIVE,FALSE POSITIVE,0.159,1,0,0,0,267.911652,160.2278,0.016,4.124,6.9500e+02,2.38,257,1.03,7.7,1,4,1,q1_q17_dr25_tce,5291,4.423,0.06,0.926,0.828,,15.204
4572728,K08249.01,,CANDIDATE,CANDIDATE,0.363,0,0,0,0,309.191789,326.2209,0.155,11.392,1.2280e+02,1.96,383,5.08,10.5,1,4,1,q1_q17_dr25_tce,6299,3.99,-0.36,1.754,1.095,,12.746
4772095,K08250.01,,FALSE POSITIVE,FALSE POSITIVE,0.11,1,0,0,0,99.299502,138.7153,0.526,3.631,4.0850e+02,5.4,682,51.2,6.6,1,13,1,q1_q17_dr25_tce,6832,3.851,0.06,2.578,1.717,,13.293
4847801,K08251.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,371.47786,341.9634,0.128,12.3,2.6490e+02,1.2,203,0.4,8.6,1,4,2,q1_q17_dr25_tce,5162,4.605,-0.08,0.754,0.845,,14.603
5026023,K08252.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.99638423,131.5598,0.223,2.4,2.9400e+01,0.59,1590,1505.17,6.2,1,537,1,q1_q17_dr25_tce,6249,4.428,-0.04,1.076,1.13,,14.099
5098334,K08253.01,,CANDIDATE,CANDIDATE,0.067,0,0,0,0,400.11482,316.2642,0.066,12.37,1.1340e+02,0.95,226,0.62,6.7,1,4,1,q1_q17_dr25_tce,5547,4.521,0.24,0.911,1.005,,13.521
9101271,K07926.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,29.3657204,135.07289,0.954,8.7303,7.4936e+04,51.33,685,51.92,808.9,1,3,1,q1_q17_dr25_tce,6167,4.299,-0.14,1.195,1.034,,14.053
9118340,K07927.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,1.035329922,132.3319,1.243,3.8022,9.9280e+02,105.66,3654,42120.85,178,1,1290,1,q1_q17_dr25_tce,7030,3.65,0.42,3.512,2.011,,13.632
9142714,K07928.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,1.12625975,132.296346,,3.62,,,,,,1,1193,4,q1_q17_dr25_tce,,,,,,,15.375
9159198,K07929.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,3.04463691,132.4477,0.322,6.656,4.7000e+01,0.68,1321,721.48,10.4,1,445,1,q1_q17_dr25_tce,6181,4.474,-0.22,0.98,1.042,,14.886
9210820,K07930.01,,CANDIDATE,CANDIDATE,0.469,0,0,0,0,377.67241,221.098,0.107,15.82,5.1480e+02,1.37,187,0.29,10.2,1,3,1,q1_q17_dr25_tce,5031,4.644,-0.9,0.615,0.608,,15.18
9227215,K07931.01,,CANDIDATE,CANDIDATE,0.487,0,0,0,0,242.0367,181.746,0.568,11.01,3.3330e+02,2.11,323,2.57,8.9,1,6,1,q1_q17_dr25_tce,6086,4.36,-0.06,1.116,1.037,,15.055
9278575,K07932.01,,CANDIDATE,CANDIDATE,0.23,0,0,0,0,502.25648,162.5842,0.05,14.84,1.5320e+02,1.03,215,0.51,8.1,1,3,1,q1_q17_dr25_tce,5637,4.46,-0.62,0.833,0.73,,13.339
11098004,K08041.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,7.508818,138.655,0.025,6.5,7.0100e+01,1.02,1107,354.74,7.4,1,144,2,q1_q17_dr25_tce,6293,4.291,-0.2,1.213,1.045,,11.878
11135119,K08042.01,,FALSE POSITIVE,FALSE POSITIVE,0.066,1,0,0,0,383.937324,299.28884,0.011,2.884,6.2770e+02,7.9,389,5.43,10.8,1,4,1,q1_q17_dr25_tce,5216,3.53,-0.32,3.207,1.27,,13.588
11139682,K08043.01,,CANDIDATE,CANDIDATE,0.978,0,0,0,0,10.7781558,134.7939,0.009,3.005,1.2130e+02,1.24,942,186.22,7.9,1,127,1,q1_q17_dr25_tce,6386,4.402,-0.08,1.123,1.161,,15.267
11145726,K08044.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,0.619618218,131.7585541,0.389,1.2517,5.0300e+01,3.34,3818,50197.86,4.4,1,2006,1,q1_q17_dr25_tce,5180,3.314,-0.18,4.717,1.673,,13.705
11152950,K08045.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,4.17363793,134.20036,0.597,2.738,4.9700e+01,2.52,2197,5511.8,10.5,1,256,1,q1_q17_dr25_tce,6619,3.595,-0.16,3.41,1.67,,12.754
11182706,K08046.01,,CANDIDATE,CANDIDATE,0.525,0,0,0,0,384.37706,309.208,0.901,15.139,1.2049e+03,50.93,676,49.27,22.6,1,3,1,q1_q17_dr25_tce,4859,2.481,-0.46,12.023,1.594,,12.656
11294822,K08047.01,,CANDIDATE,CANDIDATE,0.513,0,0,0,0,302.34971,418.9534,0.468,4.978,6.2230e+02,1.98,208,0.44,8,1,3,1,q1_q17_dr25_tce,4829,4.564,0.48,0.794,0.843,,15.222
7811537,K08145.02,,FALSE POSITIVE,FALSE POSITIVE,0.312,1,0,0,0,244.58323,159.3552,0.483,12.822,4.0830e+02,2.33,328,2.72,7.1,2,5,1,q1_q17_dr25_tce,6321,4.417,0.07,1.125,1.207,,15.934
7874976,K08146.01,,FALSE POSITIVE,FALSE POSITIVE,0.136,1,0,0,0,185.83013,295.002,0.037,10.14,7.2600e+01,1.01,370,4.42,8.1,1,7,1,q1_q17_dr25_tce,6137,4.286,-0.24,1.187,0.993,,12.218
7888957,K08147.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,1,0,0,0,363.346158,175.9438,0.29,4.911,8.9600e+02,22.36,537,19.65,10.7,1,3,1,q1_q17_dr25_tce,4994,3.002,0.1,7.619,2.124,,13.971
7900114,K08148.01,,FALSE POSITIVE,FALSE POSITIVE,0.097,1,0,0,0,303.91225,277.1238,0.504,15.37,4.7950e+02,1.97,242,0.81,12.4,1,5,1,q1_q17_dr25_tce,5412,4.513,0.18,0.887,0.936,,15.264
7936194,K08149.01,,FALSE POSITIVE,FALSE POSITIVE,0.223,1,0,0,0,536.52197,379.6146,0.14,4.458,2.9390e+02,3,273,1.31,9.7,1,3,1,q1_q17_dr25_tce,5335,3.973,0.44,1.794,1.104,,12.101
7959310,K08150.01,,FALSE POSITIVE,FALSE POSITIVE,0.022,1,0,0,0,350.514,210.8168,0.259,19.53,2.1350e+02,2.22,346,3.37,12,1,4,1,q1_q17_dr25_tce,6382,4.115,-0.36,1.5,1.068,,13.954
8012732,K08151.01,,FALSE POSITIVE,FALSE POSITIVE,0.103,1,0,0,0,431.51734,391.69732,0.718,16.42,5.3327e+03,10.28,287,1.6,206.2,1,3,1,q1_q17_dr25_tce,6221,4.294,0.2,1.312,1.24,,13.922
5391407,K08254.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.638697833,131.7556646,1.757,5.1609,1.4145e+05,162.15,2464,8720.57,206.3,1,144,1,q1_q17_dr25_tce,6424,4.388,0.07,1.18,1.242,,14.068
5468555,K08255.01,,FALSE POSITIVE,FALSE POSITIVE,0.106,1,0,0,0,539.214259,439.5039,0.001,3.464,3.0060e+02,2.04,265,1.17,7.8,1,3,1,q1_q17_dr25_tce,6469,4.359,-0.16,1.171,1.143,,13.803
5638699,K08256.01,,FALSE POSITIVE,FALSE POSITIVE,0.11,1,0,0,0,343.56446,203.9865,0.433,18.94,1.7960e+02,1.8,298,1.87,8.4,1,5,1,q1_q17_dr25_tce,5770,4.2,0.1,1.326,1.017,,14.217
5683219,K08257.01,,CANDIDATE,CANDIDATE,0.347,0,0,0,0,9.4609418,138.7888,0.161,4.888,4.7500e+01,0.54,767,81.83,7.9,1,112,1,q1_q17_dr25_tce,5485,4.5,-0.56,0.788,0.716,,13.413
5871116,K08258.01,,FALSE POSITIVE,FALSE POSITIVE,0.272,1,0,0,0,54.432903,154.9178,0.099,3.554,3.0760e+02,1.41,404,6.29,7.7,1,26,1,q1_q17_dr25_tce,5119,4.493,-0.02,0.827,0.777,,15.393
5956171,K08259.01,,CANDIDATE,CANDIDATE,0.311,0,0,0,0,402.27493,369.6734,0.668,15.67,2.9450e+02,1.73,262,1.11,11.1,1,4,1,q1_q17_dr25_tce,6299,4.486,-0.42,0.95,1.008,,14.619
6032318,K08260.01,,FALSE POSITIVE,FALSE POSITIVE,0.107,1,0,0,0,235.20613,291.0893,0.297,6.989,6.4200e+02,1.71,230,0.66,6.8,1,4,1,q1_q17_dr25_tce,5205,4.648,-0.44,0.679,0.755,,15.917
9347066,K07933.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,20.004714,139.0639,0.18,2.952,1.1570e+02,0.89,577,26.19,6.7,1,68,1,q1_q17_dr25_tce,5299,4.534,0.14,0.848,0.896,,14.437
9390228,K07934.01,,CANDIDATE,CANDIDATE,0.943,0,0,0,0,22.6432436,153.44607,0.136,0.806,5.5040e+02,2.12,624,35.77,8.2,1,63,1,q1_q17_dr25_tce,5880,4.516,-0.22,0.891,0.949,,15.581
9392016,K07935.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,350.65158,208.7904,0.004,7.976,2.4810e+02,1.31,243,0.83,8.2,1,4,1,q1_q17_dr25_tce,5882,4.56,-0.34,0.833,0.923,,14.375
9429631,K07937.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,4.18587282,132.41733,0.078,1.998,9.9400e+01,0.89,1057,295.17,9.3,1,319,1,q1_q17_dr25_tce,5455,4.421,-0.2,0.909,0.795,,14.525
9469494,K07938.01,,CANDIDATE,CANDIDATE,0.508,0,0,0,0,275.5603,237.0977,0.018,15.09,8.9400e+01,2.33,437,8.6,11.5,1,4,1,q1_q17_dr25_tce,5989,3.764,-0.18,2.467,1.289,,11.663
9518558,K07939.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.178142613,132.03328,0.468,0.906,1.7270e+02,1.22,1452,1050.06,16.1,1,614,1,q1_q17_dr25_tce,6290,4.527,-0.5,0.898,0.99,,14.652
9521317,K07940.01,,CANDIDATE,CANDIDATE,0.896,0,0,0,0,188.881049,280.06822,0.504,1.49,3.2580e+02,1.86,330,2.79,12.9,1,6,1,q1_q17_dr25_tce,6077,4.471,-0.04,0.999,1.077,,12.85
11296205,K08048.01,,CANDIDATE,CANDIDATE,0.334,0,0,0,0,379.67276,445.9701,0.302,9.662,2.5390e+02,1.33,247,0.88,7.9,1,3,1,q1_q17_dr25_tce,6156,4.563,-0.66,0.824,0.906,,14.44
11348086,K08049.01,,FALSE POSITIVE,FALSE POSITIVE,0.176,1,0,0,0,391.420272,470.44301,0.797,3.84,2.3670e+02,1.61,256,1.01,10.3,1,3,1,q1_q17_dr25_tce,6032,4.46,-0.32,0.949,0.948,,12.879
11350634,K08050.01,,CANDIDATE,CANDIDATE,0.253,0,0,0,0,278.38935,299.537,0.12,10.43,2.6280e+02,6.81,464,10.93,11.2,1,4,1,q1_q17_dr25_tce,4951,3.349,0.16,4.342,1.537,,12.795
11357185,K08051.01,,FALSE POSITIVE,FALSE POSITIVE,0.066,1,0,0,0,185.243906,177.2769,0.726,3.276,3.8390e+02,2.38,354,3.7,7.9,1,6,1,q1_q17_dr25_tce,6218,4.417,0.21,1.131,1.219,,14.652
11358305,K08052.01,,CANDIDATE,CANDIDATE,0.941,0,0,0,0,7.8687123,133.2612,0.748,3.739,8.9100e+01,1.73,1323,722.44,9.1,1,172,1,q1_q17_dr25_tce,6738,4.109,-0.18,1.692,1.351,,13.41
11392362,K08053.01,,CANDIDATE,CANDIDATE,0.997,0,0,0,0,9.9105786,135.9226,0.813,5.945,9.9500e+01,1.19,922,170.47,9.2,1,106,1,q1_q17_dr25_tce,6214,4.442,0.07,1.076,1.169,,14.863
11443757,K08054.01,,CANDIDATE,CANDIDATE,0.995,0,0,0,0,43.9088053,169.335,0.272,6.265,2.9780e+02,7.33,885,144.75,13.7,1,24,1,q1_q17_dr25_tce,5216,3.402,-0.08,4.303,1.703,,13.589
8028465,K08152.01,,FALSE POSITIVE,FALSE POSITIVE,0.046,1,0,0,0,261.684363,247.3986,0.037,3.892,8.1700e+02,1.46,175,0.22,8.3,1,4,1,q1_q17_dr25_tce,4393,4.713,-0.96,0.526,0.522,,14.864
8129641,K08153.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.808106001,131.69026,1.269,3.9174,7.6764e+03,39.59,1978,3631.91,73.3,1,1403,1,q1_q17_dr25_tce,6014,4.494,-0.08,0.958,1.043,,15.94
8226720,K08154.01,,FALSE POSITIVE,FALSE POSITIVE,0.036,1,0,0,0,391.33068,186.7266,0.508,12.37,2.7720e+02,1.68,274,1.33,10.3,1,4,1,q1_q17_dr25_tce,6428,4.457,-0.54,0.977,0.998,,14.056
8307354,K08155.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,320.5679455,279.6247569,0.331,15.3614,8.9890e+02,2.43,234,0.71,7.5,1,4,2,q1_q17_dr25_tce,5546,4.575,-0.14,0.81,0.907,,15.916
8439949,K08156.01,,CANDIDATE,CANDIDATE,0.266,0,0,0,0,364.98242,188.6133,0.926,12.346,5.3300e+02,3.12,293,1.73,13.1,1,4,1,q1_q17_dr25_tce,6429,4.404,-0.14,1.116,1.152,,14.324
8527297,K08157.01,,CANDIDATE,CANDIDATE,0.638,0,0,0,0,0.58730021,132.3502325,,0.82,,,,,,1,929,3,q1_q17_dr25_tce,,,,,,,14.01
8588982,K08158.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,1,0,0,0,116.025744,206.39348,0.017,3.539,1.3610e+03,37.99,893,150.02,18.5,1,3,1,q1_q17_dr25_tce,4575,2.592,0.24,10.788,1.66,,12.184
6182508,K08261.01,,FALSE POSITIVE,FALSE POSITIVE,0.128,1,0,0,0,85.9770426,159.3127,0.042,1.919,1.0640e+03,1.46,202,0.4,8,1,10,1,q1_q17_dr25_tce,3710,4.797,-0.2,0.452,0.467,,15.901
6195669,K08262.01,,FALSE POSITIVE,FALSE POSITIVE,0.09,0,1,0,0,370.94353,261.1772,1.294,16.64,1.0713e+03,27.77,228,0.64,14.6,1,4,1,q1_q17_dr25_tce,5755,4.588,-0.46,0.776,0.85,,15.048
6356506,K08263.01,,CANDIDATE,CANDIDATE,0.291,0,0,0,0,280.55544,308.0323,0.031,12.757,4.0140e+02,2.17,308,2.13,9.3,1,5,1,q1_q17_dr25_tce,6292,4.426,-0.08,1.078,1.129,,15.16
6583107,K08264.01,,FALSE POSITIVE,FALSE POSITIVE,0.168,1,0,0,0,30.6261927,157.94613,0.386,1.107,1.6260e+02,1.55,655,43.61,6.6,1,33,1,q1_q17_dr25_tce,5860,4.244,-0.22,1.197,0.917,,13.891
6681618,K08265.01,,FALSE POSITIVE,FALSE POSITIVE,0.128,1,0,0,0,364.42189,303.9267,1.276,38.14,2.4980e+03,36.37,264,1.14,28.5,1,4,1,q1_q17_dr25_tce,6047,4.47,0,1.002,1.081,,15.975
6946985,K08266.01,,FALSE POSITIVE,FALSE POSITIVE,0.388,1,0,0,0,440.584562,564.12806,0.062,10.534,6.5900e+01,1.67,505,15.38,16.1,1,3,1,q1_q17_dr25_tce,9935,4.205,0.07,1.996,2.332,,9.397
7106438,K08267.01,,FALSE POSITIVE,FALSE POSITIVE,0.127,1,0,0,0,269.331027,232.6164,0.679,4.891,5.1570e+02,2.54,304,2.02,7.9,1,5,1,q1_q17_dr25_tce,6129,4.419,-0.06,1.055,1.06,,15.394
9529148,K07942.01,,FALSE POSITIVE,FALSE POSITIVE,0.293,1,0,0,0,25.3428696,132.6844,0.554,1.51,2.3050e+02,1.85,706,58.81,7.5,1,53,1,q1_q17_dr25_tce,6311,4.398,0.21,1.172,1.253,,15
9531850,K07943.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.66234265,131.714,0.631,1.049,2.3590e+03,5.13,2089,4499.32,12.4,1,409,1,q1_q17_dr25_tce,5780,4.438,0,1,1,,17.332
