koi_score,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag,koi_disposition
0.9390598875716631,0,0,0,40.54344431380203,168.68724361598203,0.7899241066765383,5.451437776715408,1219.6911700369944,3.4118275666728364,490.15642757536494,13.695554993896767,57.891687728871275,1,32.0,1.0,5655.609704549661,4.5293056257629045,-0.013391842426485993,0.8807207033290144,0.9555658227297967,14.376135214407382,CONFIRMED
0.9993898723529415,0,0,0,28.24048121399097,136.4699320967663,0.519575564117343,4.923875182177697,488.2085622353098,2.4972663764703973,624.5240847058706,35.99732416470322,36.3734044117693,2,48.169617058824635,1.610127647058456,5906.7138729411945,4.403989704117706,-0.0337216999999375,1.045536849411716,1.0084960864706283,14.388825024705982,CONFIRMED
0.6082545950749125,0,0,0,6.641913839827206,135.64383669178645,0.41895599198642774,2.7974629765440038,108.59946434055774,1.0169656548412151,911.8388824707878,163.42939817279026,13.09951685726063,2,197.73469173624218,2.0,5427.843713898182,4.4072040752087265,-0.13194412353939136,0.935245982554183,0.8090139691151522,14.462440920075151,CONFIRMED
1.0,0,0,0,14.833615785542676,140.58441057755965,0.5851369960005564,5.485708425226557,599.763844815754,2.2835803797087824,696.0016045463876,55.58580379708783,41.279630326113605,2,87.82258556094848,1.8822585560948477,5712.996790907225,4.5243419925070025,0.004709657756206097,0.8968338173856616,0.98011453235113,15.128247853175385,CONFIRMED
0.7469506732723303,0,0,0,11.73396804783908,151.4477020931331,0.7748370570799534,4.3598298094088825,111.68672124830665,1.4802565802845504,932.0128290142276,178.5851765794376,27.65933058096305,1,115.25208290989235,1.0,5964.085305724934,4.231209098492552,-0.13846051829269718,1.2680134921239745,0.9939191916497235,12.970389512195053,CONFIRMED
0.9994836534916176,0,0,0,0.7345441859164036,132.42568923187255,0.41978260083735675,1.3656131554687523,376.27606675252366,1.6799662912007376,1710.7418267458088,2016.5806238387124,29.528412451110334,2,1255.9966291200737,2.0,5030.9491132686735,4.468855744413236,0.18967306983235324,0.8720529182963221,0.80987934057272,15.61528749539103,CONFIRMED
1.0,0,0,0,19.598109635524835,144.03044235674994,0.2828582375823946,4.167328814082936,353.34834299154835,2.125310770329811,730.8570586475081,67.42988914987386,37.12759766272568,2,65.58745129331892,2.0,5831.896568089608,4.360629318605191,-0.17349215705832433,1.1234171495774188,0.9684044110312837,13.836276091496066,CONFIRMED
1.0,0,0,0,5.134542848728652,145.79647265943828,0.4055340845182571,3.5112181594829392,237.02296347301632,1.9432002026072495,1216.032723588959,517.4629679073042,46.141540607968054,1,158.2989429815763,1.0,6227.207987843565,4.3428435976840705,0.020887397975390604,1.188401544429398,1.1247847965275688,13.681527501586167,CONFIRMED
1.0,0,0,0,52.11186466298754,324.8721705729642,0.5336095681095752,5.992147322089033,1331.454703758233,3.4068094930395736,498.4930783484295,15.54580938850851,49.62489875041096,2,25.931726136737232,2.0,5991.068273863263,4.5148924568822055,-0.3648460303129929,0.8857594878130206,0.9352748847817214,15.152412750510695,CONFIRMED
1.0,0,0,0,9.631807888407856,134.24422728338772,0.6158594530830596,4.685717141966322,804.2526217677473,3.28149171810374,928.4718220171773,175.51096050461078,106.91301578237099,1,141.67823189309527,1.0,6000.033813579387,4.3688724884759855,0.018161325103401623,1.1049896109067694,1.0389306086414283,14.318854160483667,CONFIRMED
1.0,0,0,0,5.282649786872238,145.74754222602058,0.7968508211991319,1.971356137689163,570.5811402765811,2.7564180353318863,1067.1442619557486,306.8655520496105,59.3049754157744,1,250.7562297287635,1.2786065488937117,5810.900491684512,4.414154262990716,0.0665672141327546,1.032338278069241,1.007348279104208,13.52442261748755,CONFIRMED
1.0,0,0,0,25.2666034170382,168.75195593689276,0.6906441635942397,5.343951172114695,903.7155018803826,2.4769532077283185,527.9432075436862,18.42382188629081,36.134766038641594,1,53.76592452621171,1.0,5478.9363018951535,4.60047505659611,-0.3153184905242342,0.7564044528427297,0.837307496866029,15.581957018840752,CONFIRMED
0.9690652191384523,0,0,0,12.134046473829125,139.90033044040288,0.08287166556627111,3.846628498325446,211.42132430210293,1.610778421975077,900.9221578024923,155.79969710966463,15.369426824804153,2,99.99158462729646,2.9957923136482334,6397.976857725065,4.4109978961568235,-0.13995792313648234,1.1010084153727036,1.1410084153727036,14.788758732526228,CONFIRMED
1.0,0,0,0,4.012891590868326,161.74270581722496,0.2986266013888428,1.952400210205632,769.3966204671088,4.67674559474924,1044.5775945461658,291.1549343618502,48.581790935486964,1,332.43709258930204,1.2824278752684055,5004.26968907964,4.33652663936365,0.2729711501073623,1.0843314347179454,0.8462344697891873,15.367255901527415,CONFIRMED
0.9321962971255457,0,0,0,14.144757646183518,166.8957548233306,0.6526347256358728,3.049199093079622,15541.324519318565,9.549565362335196,549.7283292752488,25.681541246228285,139.27932891647126,1,52.55618664702125,1.3408248862694994,4703.28575683945,4.601144477414141,0.06797728070723519,0.7232543866212211,0.6866626354839163,16.60144430262089,CONFIRMED
0.9786083810631702,0,0,0,45.38390441656071,158.15341769185096,0.06279720631227659,5.989844832314968,6186.895622695979,7.76964827575681,526.6097276414766,18.30622690768988,294.1729895887453,2,29.0,1.9594412624553186,6050.745372292728,4.47379181999905,-0.07918882524910638,0.9896024920943917,1.0549873781396892,14.652979298669852,CONFIRMED
0.9032526522710064,0,0,0,17.402029455438495,135.38787761842616,0.8422721818169415,4.100518536395449,196.34905431835702,1.3912840227271177,631.007688635759,37.63962629530246,11.849407954491193,3,68.59526363592954,3.8715977272882305,5442.9609409081295,4.504630170453383,-0.008443795455940761,0.8686343227277998,0.8805289863623651,14.714798863644114,CONFIRMED
0.9955401653698602,0,0,0,4.7913269277893775,135.34555119567636,0.5487960246212912,3.0317138731875923,190.36722292420825,1.760046271050566,1157.0157020091483,423.65464229719197,19.35023135525283,2,277.87256323283424,1.7700826849301374,5579.8125616073185,4.2603877723834325,0.09892892347039267,1.207605779817532,0.946571569388157,14.715923310648236,CONFIRMED
0.9993347078980219,0,0,0,8.66298396694743,175.09529001520517,0.7065903769301036,2.4227929432719746,9779.380068532746,9.568790355147122,843.5360802285585,157.63620452584533,553.9944317563006,1,175.85910572307228,1.0,5495.114774755154,4.488066667783743,-0.09958763059341658,0.8897305825283421,0.8722144320914234,15.290942268283079,CONFIRMED
0.8671410900821145,0,0,0,47.05453540508484,155.84662336622478,0.7054977435006382,5.272723143021122,884.8945045091992,3.1643300374917684,486.2120658867958,13.30325627174286,25.97950316936723,1,23.996451209765933,1.0,5643.595386572696,4.4443354120177405,-0.12388643871250987,0.9396734599578451,0.8922120658867958,14.49885100215079,CONFIRMED
0.9983133225652968,0,0,0,32.060570734890014,159.24810529239724,0.5998194424661141,7.008153798156914,462.2082890641827,2.514213807126942,625.1092127313239,36.51993305837254,42.18776262239277,1,44.87993539178066,1.0,6099.253290261187,4.415822212255524,-0.13975987078356134,1.0540445620915082,1.0409759870783561,14.152327177572415,CONFIRMED
0.999261721663414,0,0,0,3.1895743427210235,168.9514129116306,0.3045688414652454,2.8849753668067915,162.24403371866075,1.3680029770304765,1302.0151327128058,677.7877548806484,54.61329698243529,1,413.5068220987838,1.0,5947.3071198018315,4.4129818902567175,0.12862317069509255,1.0722964526347405,1.0831406599609674,13.220067475153868,CONFIRMED
0.9954220708868378,0,0,0,6.671337000933592,135.5120713542936,0.5798461796448758,4.480033921478737,85.73137543238491,1.3084318732945572,1105.6147139245586,353.37720167154885,18.000871898073918,2,176.99128101926084,1.0,5871.89931899077,4.237431744311797,0.024220708868377898,1.2729167569522484,1.0204956405096304,13.379159933968724,CONFIRMED
1.0,0,0,0,20.534422198645444,143.82602706174816,1.0232323971623583,1.9884427030132703,903.1542001334454,14.216025546130782,701.7441323874527,59.314905089347256,25.672293768693933,1,59.855412462612136,1.5495836567221435,6058.124147910115,4.456892505820998,0.08359575895390697,1.03252914402945,1.1136449650740086,15.259492050671064,CONFIRMED
0.8910738060281809,0,0,0,6.653731975817124,132.2246653526808,0.11756924389377149,3.4539120112403485,244.676843009982,1.6490674662955969,1023.9935746385146,260.50524694507885,22.4746112592424,3,200.77494109020682,2.0,5832.321524960977,4.3429485971081165,-0.24212208186822318,1.055935660756244,0.8950547012015277,15.114359392098677,CONFIRMED
1.0,0,0,0,13.975035575462305,141.1751984460053,0.7463771794276458,5.097352267399092,413.90277930087206,2.308494113422862,709.6381575667979,59.975482340268584,26.48311435209538,2,96.12792459604844,1.595760270355791,5417.617691625299,4.421832608934398,0.06084794592884182,0.9595073021438607,0.8772763151335957,14.877230254303543,CONFIRMED
0.999,0,0,0,16.903304465321092,139.33121734152255,0.03294378472813596,2.599181852492903,803.3648643446709,1.4433081037864965,373.24756767960935,4.592378383980468,27.054162134952016,3,74.16432498056906,3.0367567087388494,3807.3502689417746,4.7417135151941405,-0.09063784135915104,0.5104237823592526,0.5210929719806029,15.478161091757062,CONFIRMED
0.9997498507644365,0,0,0,10.342004072479703,135.53679636590965,0.6874597063978459,4.657017938698705,176.92179143538402,1.8873910580386202,988.7528354757071,225.8551937019218,24.44805993767406,1,138.0107449605744,1.0,6080.255521715851,4.2680393981887725,0.09249552293309399,1.3149432904858571,1.149996418346475,14.220686544454416,CONFIRMED
0.9010846750008188,0,0,0,132.56136265396634,203.69554193643407,0.38207542977955433,5.89806929544302,1135.6064831087162,2.836661818477513,295.45911695633663,1.8888581836909175,34.70082082596877,2,10.126753260833967,1.4126753260833966,5072.043532716762,4.540346389782175,0.03143688260997721,0.7996690907612434,0.8107295584781683,14.725207583372203,CONFIRMED
0.9971687694000405,0,0,0,13.80204825464312,145.20006919737966,0.6480139869264734,2.790738175859347,252.72795759497671,2.5053903824994936,953.028981425157,195.1250364843751,27.68237333506177,1,94.46096175005063,1.646096175005063,6096.518924600365,4.160259462300182,0.06246845899939245,1.4860692087243268,1.1644067475244075,13.80441424477375,CONFIRMED
0.9983535499098753,0,0,0,46.71427270629587,213.66470566157759,0.5498060003413416,9.300700085928543,2710.5460960440955,5.337367041457319,481.7056587420869,13.386024349875044,106.91172371504948,1,29.11095099137068,1.0,5460.221901982742,4.422860885760312,0.07150903785233492,0.9664512702780366,0.8925237095532084,15.538591564671155,CONFIRMED
1.0,0,0,0,14.657486615666564,148.2985425218705,0.7558561499683769,4.086419392540179,1029.999446924851,2.9841725005952378,670.1856797674851,47.90812377113094,38.91321408221725,1,92.64882035156248,1.0,5623.949226430432,4.561089015673363,-0.15552156257440472,0.8262545155543155,0.9095751015197173,15.762,CONFIRMED
1.0,0,0,0,10.02854197272647,135.167832307067,0.5594218544895068,3.357924035944575,548.8773660710848,3.037633872649347,963.6706102747687,204.96132633123432,88.65887311822968,1,133.2104607814472,1.0,6271.875778220314,4.372053549059738,-0.003816936324673642,1.1608144460196679,1.1538353051373844,14.10944084400294,CONFIRMED
0.6997121412427318,0,0,0,22.794992278971762,144.85544427907487,0.7873574992536898,4.735515800247372,1088.9263124227134,4.1533847925285095,672.991385560152,48.49243720414524,23.7,1,31.956927800760262,1.0,5596.381551452091,4.293323041494298,0.00987078340228079,1.1310154377585528,0.9068966267218247,15.649472728048133,CONFIRMED
1.0,0,0,0,6.513639341245859,141.3079391913843,0.8394432501949631,3.149748440658569,767.9143929324199,3.0108433439539852,893.5294813395378,151.6137953485858,40.91927760076691,2,134.6937243822572,1.0,5300.722257347207,4.419607493237683,0.1183386020810449,0.9476981501303349,0.856,15.187372825293522,CONFIRMED
0.9384459487942214,0,0,0,40.75183397747652,142.85598678080336,0.9158947940817669,3.3446361628749215,395.8383246957222,2.3582426838592028,470.8567290723823,11.816964565122712,14.780098547310459,1,27.537049573285177,1.1157376066787053,5228.537049573285,4.448407206827437,0.08694425640072233,0.897907545306137,0.8256295042671482,14.445412999814085,CONFIRMED
1.0,0,0,0,26.527532728108106,180.8129713706157,0.0644938664392494,5.390707652094862,543.4031088895117,2.461728626113232,670.148141216603,47.71147954064885,24.98517652075381,2,42.7716078264154,1.8456784347169206,6293.913568694338,4.440901207996979,-0.13672815823393747,1.0510618034868002,1.1079198426188774,14.961548928122216,CONFIRMED
0.9993126060746916,0,0,0,1.9371983996471016,163.61289392475933,0.5360259993027647,1.785939233771042,323.24522443821354,1.430785758174394,1177.6856967302424,456.7653623396733,45.758791039030214,1,677.888636099532,1.0,5103.687393925308,4.5711079695103365,-0.0012436355185026851,0.776001697195066,0.8180163940415143,14.341843389741896,CONFIRMED
0.9966378770926636,0,0,0,53.42689829339757,159.16634007230684,0.5046471490189436,6.53540733777585,435.31425700309273,2.2660145242855445,503.83039118149105,15.438283813979833,48.69437986910816,1,24.069720702709127,1.0,6016.774189872573,4.461534860351354,0.08325698243227184,1.019478659042436,1.096492178436227,13.620476649258928,CONFIRMED
1.0,0,0,0,27.79613251994943,235.20813376518595,0.13731889989895507,6.81245239671574,1204.709666193382,3.1084920624697965,594.2424250230646,30.153636504151628,62.09112562755358,2,48.783550006589884,1.2590187497254215,5963.029581241488,4.521813131248078,-0.24806637490664335,0.8944588750164747,0.9697308812810274,15.314212843781576,CONFIRMED
0.9979400169541471,0,0,0,60.40739483049288,138.3612418889067,0.7639811359278599,4.122812156975183,1077.0143599809446,2.5317009324780937,336.1002543122074,3.0576091552394677,35.444383163725874,1,20.589974568779255,1.5299915229264187,4722.501271561037,4.600549703302424,-0.0928020344976595,0.6988800339082942,0.7114395931004681,14.879792393118171,CONFIRMED
1.0,0,0,0,32.14474558631247,173.9580779549139,0.16732465437069777,5.1388880948225175,949.254010755093,3.46595975290002,620.3629328474585,35.910408127644395,67.73530822631034,2,36.17098226745451,1.170982267454509,5946.725443313638,4.355419222967811,-0.0507768081418116,1.1091767523221916,1.0086736561041831,14.074126511354676,CONFIRMED
0.9999126322673363,0,0,0,7.631889236619362,136.02855641356769,0.23633600523175613,2.4212662384937667,296.1200945785127,1.2112231482572913,703.09610450593,57.92092817736294,32.37593781961759,2,175.80779098813994,1.0087367732663668,4954.440846510953,4.609178743312961,-0.09772843895074465,0.7217338889543747,0.7740174735465327,14.02786854594336,CONFIRMED
1.0,0,0,0,2.3501847254111468,163.8191332796396,0.1326116774103444,3.0014159690689195,270.78212078703984,2.101195706099419,1517.8596590137774,1254.4924189247579,47.9380745118042,1,576.298295068887,1.0,5603.237878307948,4.2047180551156185,0.16,1.2942624374200355,0.975559469576987,14.713930111399545,CONFIRMED
0.9679626492359757,0,0,0,2.8424588932907975,133.32585535317895,0.578088772854652,1.5559250526445643,277.5576764394861,1.3416929424205577,1029.1200579319338,265.9366113902252,32.62127106928226,2,430.30705757944247,1.6948823736759593,5079.4448209168295,4.569592529847195,0.00169294242055755,0.7724074701528049,0.8085255881316202,14.456371321859738,CONFIRMED
1.0,0,0,0,14.439644581423773,136.6885439598504,0.5727352003227012,3.2225261192767,1223.3311361997748,1.9779243429493432,446.1968940532832,9.850174407099427,35.875073005628536,1,88.16973717973728,1.0,4166.117361289305,4.713597478098311,-0.45064985398874297,0.5444675073005629,0.5600649853988744,15.63581473308668,CONFIRMED
1.0,0,0,0,20.95471016969726,169.88163611600908,0.023897706143349417,5.120404771346174,980.7370119113715,2.975573464162646,643.5740854948311,40.64738374230875,80.92200841274972,4,64.63050221847004,2.1022938566505838,5670.465592150241,4.442100434471399,-0.05386236860096499,0.9625133286685043,0.9250396776450724,14.630495356148176,CONFIRMED
0.9963375695221781,0,0,0,0.35722959925423914,131.65533271332703,0.9030732688320374,1.1224363361593017,281.48165182942637,1.682023428754956,2011.8602057681205,3911.668284993679,66.07448344802532,1,1957.4346704692573,1.0,5038.11080370267,4.598890190486387,0.030127085665345082,0.7527386818770289,0.8249328837711869,14.925549047568067,CONFIRMED
0.9969968437419735,0,0,0,16.619439274701353,135.51542850917863,0.740063125160531,3.607029678127142,777.5704049755993,2.5060378750963186,637.5595998972602,39.577824224122416,19.35659124133133,1,68.58169370344604,1.0,5561.411993780501,4.564402525006421,-0.07201262503210618,0.8297987374967893,0.9260031562580265,15.802260493395227,CONFIRMED
1.0,0,0,0,10.904109275948343,175.31461884639944,0.15398100333801296,3.4574667373391885,1107.9950525671422,2.5021417374024613,668.587098871331,48.03434388012994,56.86021301860983,2,121.68646256554244,1.9101346367821344,5197.347980448268,4.5974932681608935,0.00045924018413906476,0.7672715787632636,0.8597438675885598,15.436742714989062,CONFIRMED
1.0,0,0,0,9.455048669452589,176.205244418831,0.42999444468597486,5.897220575094416,208.22177425028045,2.9036960672336525,1210.616045259813,507.5534373942804,94.14383137439282,1,144.62180489906436,1.0,6160.366777985046,4.019321007358875,0.22767909480373788,1.9466244293121573,1.4113323223121514,11.348281302859794,CONFIRMED
1.0,0,0,0,7.948171114492095,143.95546785146257,0.6664686996974288,2.852061380303948,2022.7667094842525,3.5132102730023376,689.2160513650117,53.40561797775409,219.44234341803093,2,140.18523276028048,1.0,4881.7589083929315,4.597530658038784,0.1412969504538568,0.7394446228510518,0.8142221508595793,12.877425684114968,CONFIRMED
0.9713971736654663,0,0,0,1.6300297653894384,132.44719591088545,0.5567805566728329,1.1682768733674223,399.0926831762197,1.13203002980442,806.0,99.54397173665465,28.400353291816703,1,815.0008832295417,1.0,3815.8673143683304,4.754066784430606,-0.1586819759787239,0.4985984101868248,0.5147302125889525,15.178593451824142,CONFIRMED
0.9200641790874241,0,0,0,50.24634072112775,166.2753007953193,0.22189786305754597,4.829092332818989,502.05347016161755,2.7269423333902845,551.4020352921076,21.944806989892896,26.14594300725063,1,28.25084803837817,1.0,5845.76858888699,4.30021628233686,0.15832767974414555,1.2239373810746739,1.0665109565415871,14.504647286848485,CONFIRMED
0.8657957320606973,0,0,0,12.759958935619885,138.85155288792723,0.929865230890429,0.9599303042232165,357.3142762807266,2.067870780138606,648.5255334924128,42.19528771518591,11.615630575313672,1,101.54984476006702,1.9326154452144775,5086.975688732346,4.512202153664356,0.193046178085791,0.8402938494867962,0.8373289290762332,13.49779031604004,CONFIRMED
0.9993873925856687,0,0,0,1.83703671702141,132.19365963276468,0.15425099426818445,2.4168075669282714,59.7803449656965,0.8729742205604782,1694.8017186293014,1949.0664673203312,21.297306654203588,1,724.4595998130538,1.3873925856686593,6292.621200560839,4.372919199626108,-0.09017763302235696,1.1281713479127344,1.0979650504047498,13.160962165358644,CONFIRMED
1.0,0,0,0,9.29935869133241,144.8002833037863,0.5944073649474958,3.2174719306342094,322.0960309218487,1.4537054021001683,732.9254907118318,68.48466110993476,19.22623588328073,1,146.29574431744527,1.0,5360.741367024437,4.580924630898622,-0.15333142263731056,0.7823716866276305,0.8577407938156303,15.507529729314316,CONFIRMED
1.0,0,0,0,6.752005813963861,153.2679057672271,0.5054630325896475,2.8703211737362797,675.9737238492552,2.1657661281497926,809.1922042716598,101.41649192224689,27.748454408441905,5,185.86357475404566,2.1922042716597527,5269.175403887655,4.563632391840685,0.08479166210726163,0.8133649192224689,0.883590724262137,15.895793684281182,CONFIRMED
0.9926209171578515,0,0,0,28.475086609755174,160.51474342976897,0.03298201923698254,2.742616112928858,1626.3306253805044,1.8668954142107426,300.7671560658057,1.9437908284214847,30.832604653812876,2,36.62091715785153,2.8447707105371185,3786.361102079131,4.781,-0.3337908284214848,0.46007761464473146,0.46723284393419434,15.418751568106604,CONFIRMED
1.0,0,0,0,20.181297453798987,174.00099021081226,0.0330850687370645,3.27553969000097,1626.9083980332657,3.26680549896516,576.9244590063383,26.599275902714286,73.385599544455,1,67.76561863358053,1.0,5228.614536646257,4.487521709523758,-0.13425343685322513,0.8288506873706449,0.7699149312629355,14.847295086542772,CONFIRMED
0.999,0,0,0,2.0290827655809496,134.20432389041704,0.8667311113513361,2.567518953953169,63.011364908529316,1.348750046646075,1732.0227298170587,2129.6974556766054,22.840530486787568,1,657.9867378303109,1.0,6117.181801219609,4.224462110752092,-0.09041665111797503,1.3244034262651458,1.0678428072001795,12.366041590478078,CONFIRMED
0.9889862819449695,0,0,0,22.600160366204165,139.2883795617109,0.44642902343835233,6.371840046567953,179.12131889456,1.8968001199327884,759.1594349107331,78.78529413219914,39.638522372610865,3,58.083426515437914,2.0,5886.20170726108,4.19757138573829,0.006525758832178485,1.3665932309220759,1.042832028783869,12.882517331871453,CONFIRMED
1.0,0,0,0,0.5611116015855226,131.68600344895643,0.24884626918894243,0.8881722721884413,302.96221305088756,1.3662046573142772,1789.036511973928,2425.962076765397,31.75332650796299,1,2379.9123236975024,1.0,5167.292095791425,4.592226279108214,0.17832092485000756,0.7892846507014293,0.8998320924850007,15.516276729960735,CONFIRMED
0.9992315207597252,0,0,0,0.7874088790084995,132.67948351846817,0.35473235600911124,1.4556623606641315,348.5288596077624,1.6408857177574119,1710.6157603798626,2019.1738089862258,28.809834165216927,2,1252.0885717757412,2.0,5084.149119697975,4.451206453180767,0.18463041519450477,0.8960055278261024,0.8195864507505783,15.612009769876428,CONFIRMED
1.0,0,0,0,14.534406498328346,182.03229062219688,0.01935283730718444,4.569466276478786,574.0623893347978,2.4759605244217817,747.9488897493626,73.91753616195594,90.47603164207354,2,82.9488897493626,1.0,5623.1508635282735,4.387014803341832,0.18695805719814307,1.0538755744859774,0.9799876638818068,13.317218881458066,CONFIRMED
0.9552315793521547,0,0,0,5.297474399184411,133.07460917374254,0.2405553414368941,2.940911950922052,62.072535964284796,1.029390748006663,1182.5671449086406,463.41864717807715,13.643285509135948,1,243.865710182719,1.4207336461794733,5648.987560581387,4.176798406287362,-0.03597448521590563,1.3219033464119934,0.9367138741445351,13.32048930943527,CONFIRMED
0.9984812979484947,0,0,0,15.1672785116067,140.80784524937678,0.7459021765164876,2.1299672216511296,274.08652497598814,2.7204731488429266,840.4064897424739,117.92314576342412,16.601126896554355,2,85.05362845919512,2.0,5857.481297948495,4.235525015626408,0.008129794849477373,1.2705871966826237,1.0100860771715645,14.027975700393199,CONFIRMED
0.9920112638235936,0,0,0,6.953356740030707,136.96685179955165,0.8751289036489345,4.584270331766247,122.11138988807214,1.694067582941562,1103.8022527647188,351.0663203476603,20.802002685248514,2,159.16395576450034,1.0988736176406353,5861.0988736176405,4.210220274882468,-0.00988736176406354,1.3042966208529219,1.0063416761472965,14.033793489735826,CONFIRMED
0.9749793951085257,0,0,0,8.78222628896843,133.90601618419174,0.5503461461326221,3.0152230121065946,347.9605775787271,1.9133104390094728,830.4894699480365,112.6023906487354,12.93173073066311,1,122.20009104249058,1.8896520330175663,5333.55860813207,4.38513140807091,0.14675824396210796,0.9892133724243539,0.8638965203301756,15.346654309079831,CONFIRMED
0.9805105259350548,0,0,0,233.83301184662628,210.52609369720133,0.9323919500558406,12.893031701267253,465.5857811540403,3.396090035591835,328.6430186125338,2.7595367524363357,27.78616792111253,1,6.012309703016076,1.0,5811.9319698932995,4.271191127136862,0.1580304475174279,1.2443809473132739,1.0534489774199745,13.680605436023262,CONFIRMED
1.0,0,0,0,17.46847639344363,161.88529969267566,0.3151916060660329,3.6018525021576764,571.6352878407084,3.083976931971155,772.2994766532574,84.02049641811715,66.39966465036305,1,69.48879630249213,1.3700523346742552,5748.313297084478,4.281579899407869,0.09621360701530637,1.22853213756721,1.03096229864845,13.651869315572018,CONFIRMED
0.9727677686792344,0,0,0,1.4059745922081077,132.6643632590131,0.8295024769814364,1.4362181940322925,391.12574707408254,1.7045159380054684,1166.4129872775939,439.95891070129227,88.6583647466398,1,946.2775683557346,1.0,4582.211541522809,4.565672638908332,0.17396753180601532,0.7360128688409843,0.7274258561185781,13.632145016427975,CONFIRMED
1.0,0,0,0,181.8492465813869,212.50976093343405,0.015147072112430483,7.027428554921255,2127.666747748,2.8171241239447533,207.46323197189238,0.4385620619723767,29.483419056263674,1,8.214051549309417,1.6070257746547087,4334.955968730798,4.641715690704143,-0.06645432957596407,0.6394281030986189,0.6541437938027623,15.405382206763264,CONFIRMED
1.0,0,0,0,5.340756197282377,133.20377310546897,0.02047418740112668,2.0263030760142975,725.0571688476674,1.8146462677971982,808.4646267797199,101.08663461810778,24.632313389859913,1,252.42256220338004,1.0,5077.864245649574,4.600028681864221,-0.4684512440676006,0.687877628361693,0.6869063102259135,14.296975097069485,CONFIRMED
0.9964883186134185,0,0,0,14.328561818999038,133.24510448212624,0.5895251125814986,7.029880951961312,98.93833694057415,1.4271964672204371,849.1168138658152,122.9503219472207,18.534354272843032,1,90.16583903514618,1.0,5699.025662396168,4.205918047022373,0.04883186134184883,1.3048414263769819,0.9796706215527127,13.272602832856228,CONFIRMED
0.9978343716529717,0,0,0,195.2785567741833,260.6369958151251,0.6293976436921012,8.509242092122781,650.9319867907441,2.7005606926047365,296.0062299178304,1.8084683148863256,17.212824884004583,1,7.165628347028266,1.8343716529717347,5346.728463049855,4.387531685113674,0.15349946447547755,0.9908058014982124,0.8709875401643392,14.927957898960535,CONFIRMED
0.9879551773432508,0,0,0,10.806615359599522,139.29818155769982,0.3567933075239319,6.225560416960686,200.6125289436783,1.6365019602550621,918.0135002975534,169.37232046333514,23.051127253984806,2,127.89239887353766,1.6457405100956124,6256.085189798087,4.419852031732199,0.04856487247609692,1.1039864997024467,1.1679057654197695,14.666430137003207,CONFIRMED
0.9111196174464296,0,0,0,77.59428052979185,126.97584159978862,0.8017316416645975,4.79323262195995,4115.36248679175,6.574935000584279,409.134335351514,6.628507905595887,160.98056997414585,2,13.776107747476658,1.0,5625.746671937308,4.447685926111216,-0.20925317187887962,0.9166577397715494,0.8527167675757003,14.218432129497085,CONFIRMED
0.9967142795396028,0,0,0,11.749081551332187,141.23533242974116,0.4643339960826378,5.083097113140631,141.133352063205,1.9314275217324681,1046.9999135544385,284.5175226814003,20.35237704174841,2,107.9047886617214,2.523813640264831,6169.190638790461,4.112238438962113,-0.013333909637076313,1.5916655716895551,1.1812374880609373,13.74457174348026,CONFIRMED
0.9783959981188384,0,0,0,64.82889528956974,169.07637918344122,0.09820633631183934,7.925929975628119,234.1087953026438,2.1482784499834207,538.0412672623679,19.907015434602535,14.16677783003227,1,22.0,1.0533555660064537,5824.041267262368,4.163089620476922,0.12640266792077443,1.4172492710246911,1.0624301794290196,14.656757814927497,CONFIRMED
0.9932046234569777,0,0,0,19.993486773931068,148.6987415132146,0.6112546688301889,4.737849611416087,241.11548305480454,1.692123712959869,737.3899404325019,70.22466408965478,19.766404197628376,1,67.90346759273324,1.0,6310.270290740347,4.445729709259653,-0.20563698765582114,1.034880350307845,1.0901235867277295,14.670212876224545,CONFIRMED
0.9995172393817143,0,0,0,5.16183416268868,133.57977357842077,0.6767233009383051,2.906502735333845,174.01711772811714,1.2582749032228793,935.9310424731427,181.2613861021713,30.910314663886414,1,257.8966216399984,1.0,5430.620617741716,4.524241525134854,0.06758648655999354,0.8636895752685733,0.9098277220434254,13.69596708535425,CONFIRMED
1.0,0,0,0,12.200098657177355,134.71260877845287,0.45956351007571244,4.297533455137609,425.4481265338595,3.0454339975229314,1017.0196802881761,253.20808094110845,27.192334121340842,1,42.38698862994056,1.0,6441.76134414053,4.235201787684473,-0.11601409433765053,1.4344561702124636,1.2194621861982324,13.86018855341731,CONFIRMED
1.0,0,0,0,19.940274145939863,135.50324784589046,0.9602485881306403,4.381934933738245,648.0939454642569,4.2098673106408695,720.1274974157772,63.71589906967977,21.997285474939364,2,68.22815327033804,1.00671039030406,5500.073814293345,4.219395761183245,0.1404026234182436,1.2363156920336809,0.9221677597576016,15.688082194975294,CONFIRMED
0.9974565019884195,0,0,0,12.334374686096252,136.5299656715352,0.3860700168140527,4.838477955319381,185.23746593002372,1.7176659567081185,826.6304940347414,110.42959681852874,33.480873088334036,2,110.24461953184627,1.0,5785.472870526056,4.3558208546187,0.04945741052112086,1.0903695059652585,0.9851688387113434,13.404975439719038,CONFIRMED
